"","011016AC95","011016B1E9","011016B914","011016B9B5","011016BC8D","011016BDEC","011016BF63","011016CC59","011016CE84","011016D383","011016E2E6","011016EDC4","011016FD8E","011016FE79","01101706AD","0110170897","0110170BCF","0110170F15","01101712F8","0110171671","011017171D","0110172507","0110172D57","0110173043","0110173577","01101736BA","011017396E","0110173C26","0110173E3A","0110173FFA","01101747D3","01101748C7","0110174B57","0110175F3E","01103F6EC0","0700EDA0C9","0700EDE823","0700EDFFDB","0700EE08C5","0700EE1540","0700EE1ECE","0700EE257D","0700EE27B1","0700EE315A","0700EE3187"
"01101736BA",0.567144452208967,0.63375380600261,0.654683589953227,0.644608147739305,0.63375380600261,0.602841570810219,0.810888949826957,0.502009201686063,0.795391392869323,0.6583089817638,0.634566373716586,0.536001342948423,0.713668588675882,0.594913543420553,0.56270031888921,0.603181813892156,0.683510667960429,0.67136202411322,0.590436974319442,0.590667357911795,0.841437547650717,0.708568943018704,0.378361650311411,0.63375380600261,0.918841525300855,NA,0.806554631240636,0.545644518046086,0.708881406885768,0.646634861164303,0.5588636961125,0.621721291285947,0.559149932763173,0.63375380600261,0.634975610513888,0.635069133957713,0.644152793473798,0.623358801027248,0.631627151938338,0.923950310876852,0.703887409181674,0.972828218721747,0.717648951962202,0.63375380600261,0.635606465113333
"011017396E",0.711321721311475,0.644097222222222,0.665027006172839,0.654951563958917,0.644097222222222,0.613184987029831,0.948159007119247,0.512352617905675,0.705687597809077,0.666252501893325,0.644909789936198,0.546344759168035,0.873594943335797,0.585213803792852,0.706877587991718,0.613525230111769,0.715945512820513,0.848893983268983,0.600780390539054,0.734844627014304,0.65039207498144,0.764993686868687,0.439465048840049,0.644097222222222,0.727796052631579,0.806554631240636,NA,0.521481760374833,0.861089135021097,0.669481795042054,0.569207112332112,0.655915885879725,0.569493348982786,0.644097222222222,0.645319026733501,0.645412550177326,0.652096313603323,0.631302321156773,0.64197056815795,0.735654239766082,0.746876861781352,0.822809356090136,0.903701557299097,0.644097222222222,0.645949881332946
"0110173C26",0.503423530186319,0.632530120481928,0.651335666741038,0.562059161013803,0.632530120481928,0.582117054469499,0.525816078961154,0.681020845973823,0.679621302109848,0.758187814549337,0.552017386991085,0.621848848596356,0.541258715571822,0.845162927420843,0.596285764174711,0.558613150828165,0.544987642879209,0.410537516862818,0.594521650960277,0.556827254700497,0.625092798812175,0.640334063526835,0.584696478220575,0.551204819277109,0.600810195669898,0.545644518046086,0.521481760374833,NA,0.448056899635365,0.530948495175923,0.699206275652059,0.793759980422305,0.699492512302732,0.632530120481928,0.633751924993206,0.736018433608161,0.567998043576174,0.605485641194917,0.636074543922381,0.621694207169234,0.652843276591621,0.555182977147481,0.4568244447118,0.529776087590586,0.634382779592651
"0110173E3A",0.777145154596389,0.584004602991945,0.604934386942562,0.594858944728639,0.584004602991945,0.553092367799554,0.849228643355023,0.452259998675398,0.632893428850819,0.607666858457998,0.584817170705921,0.486252139937758,0.852663911420472,0.485140683347896,0.81261450895463,0.553432610881491,0.756018067726928,0.962480617227453,0.540687771308776,0.862152533176983,0.550318954536484,0.785817031070196,0.459640833849695,0.584004602991945,0.627722932186623,0.708881406885768,0.861089135021097,0.448056899635365,NA,0.718114882243179,0.492030817283982,0.62520599663889,0.49264988424988,0.584004602991945,0.585226407503223,0.585319930947048,0.60079782729101,0.582121041348109,0.581877948927673,0.648362767067944,0.676080253102855,0.726450325019983,0.949826867968221,0.584004602991945,0.585857262102668
"0110173FFA",0.907841312346243,0.72808764940239,0.713169383353231,0.732470043432078,0.72808764940239,0.69717541421,0.717850565700584,0.596343045085844,0.56897807829714,0.726400210435588,0.728900217116367,0.630335186348203,0.707472217559915,0.617546721805834,0.736458832466108,0.693570884116394,0.945280648965908,0.730310033995293,0.684770817719222,0.781350156138077,0.543468496265327,0.669639623324882,0.688258504443763,0.72808764940239,0.69984251873799,0.646634861164303,0.669481795042054,0.530948495175923,0.718114882243179,NA,0.627483253797995,0.668044890605816,0.628102320763893,0.72808764940239,0.726865844891112,0.720984878444832,0.743304342104818,0.697732792367268,0.724543225961937,0.594201578151228,0.650040143269638,0.645283550063029,0.67550245996518,0.723245936180789,0.726234990291667
"01101747D3",0.575966642646971,0.649395604395604,0.628465820444987,0.63854126265891,0.649395604395604,0.618483369203214,0.599910478537481,0.943145505573563,0.634851674147449,0.884363958825984,0.648583036681628,0.897704149298977,0.499805012061109,0.808862625339649,0.554509476031215,0.859406875176106,0.592577422577423,0.454511434511434,0.606078772712436,0.627600384406468,0.599386059374924,0.595564435564436,0.688379120879121,0.649395604395604,0.640022170811644,0.5588636961125,0.569207112332112,0.699206275652059,0.492030817283982,0.627483253797995,NA,0.82267862215749,0.999380933034102,0.649395604395604,0.650617408906883,0.906498375353163,0.632602380096539,0.596827111244919,0.651994848251937,0.613964379273977,0.544949670526078,0.531691914834247,0.500798362360417,0.829080054024188,0.651248263506328
"01101748C7",0.654074760466488,0.573297086581863,0.59422687053248,0.5843565986099,0.573297086581863,0.542590021680814,0.660250204466046,0.765824127731053,0.769883601981194,0.852569238480597,0.574314824587181,0.720587941747808,0.64682806047201,0.784661994291148,0.627576947354917,0.682085497333595,0.703153819690545,0.587686613866343,0.530185425190036,0.707478484980665,0.636800185765172,0.713736151005334,0.678068930454035,0.573502256873205,0.676886968909759,0.621721291285947,0.655915885879725,0.793759980422305,0.62520599663889,0.668044890605816,0.82267862215749,NA,0.822964858808163,0.573297086581863,0.574518891093141,0.830399857539422,0.59029548117227,0.571618695229369,0.576101500729537,0.692558194044091,0.600617876107947,0.631259750387342,0.614395339834393,0.652596665008493,0.575149745692587
"0110174B57",0.576585709612868,0.649574530516432,0.629084887410885,0.639160329624808,0.649574530516432,0.618662295324041,0.600529545503379,0.94285926892289,0.635137910798122,0.884983025791882,0.649202103647526,0.897417912648304,0.500091248711783,0.809148861990323,0.554795712681888,0.859120638525433,0.59319648954332,0.455130501477332,0.606257698833264,0.628219451372366,0.599672296025597,0.595850672215109,0.688200194758293,0.649574530516432,0.640308407462318,0.559149932763173,0.569493348982786,0.699492512302732,0.49264988424988,0.628102320763893,0.999380933034102,0.822964858808163,NA,0.649574530516432,0.65079633502771,0.906677301473991,0.633221447062437,0.597446178210817,0.652173774372765,0.61425061592465,0.545568737491976,0.53197815148492,0.501417429326315,0.829233958218585,0.651427189627156
"0110175F3E",0.635928961748634,1,0.979070216049383,0.739145658263305,1,0.780912235192391,0.695938215102975,0.656924460431655,0.51631455399061,0.720727848101266,0.749187432286024,0.676262315270936,0.576912416851441,0.786378555798687,0.731366459627329,0.715483234714004,0.673368298368298,0.547007722007722,0.793316831683168,0.644961977186312,0.558834446919079,0.613636363636364,0.430631868131868,0.75,0.712954260651629,0.63375380600261,0.644097222222222,0.632530120481928,0.584004602991945,0.72808764940239,0.649395604395604,0.573297086581863,0.649574530516432,NA,0.998778195488722,0.742897229042441,0.733206775700935,0.751883561643836,0.996455576559546,0.56656346749226,0.870755138516533,0.606582024724357,0.600332857822159,0.744972067039106,0.998147340889276
"01103F6EC0",0.637150766259912,0.998778195488722,0.977848411538105,0.737923853752027,0.998778195488722,0.779690430681113,0.697160019614253,0.655702655920376,0.517536358501889,0.721949652612544,0.747965627774746,0.675040510759658,0.578134221362719,0.787600360309965,0.732588264138607,0.716705039225282,0.674590102879577,0.548229526519,0.79209502717189,0.64618378169759,0.560056251430358,0.614858168147642,0.431853672643146,0.748778195488722,0.714176065162907,0.634975610513888,0.645319026733501,0.633751924993206,0.585226407503223,0.726865844891112,0.650617408906883,0.574518891093141,0.65079633502771,0.998778195488722,NA,0.744119033553719,0.731984971189656,0.752374085899681,0.99665154142445,0.567785272003538,0.871976943027811,0.607803829235635,0.600180953453534,0.746193871550384,0.999369145400555
"0700EDA0C9",0.669468267293807,0.742897229042441,0.721967445091824,0.732042887305747,0.742897229042441,0.71198499385005,0.693412103184318,0.86694006772835,0.711057111992662,0.97289517216153,0.742084661328465,0.821498711453764,0.576010449906323,0.885068063184863,0.63029117675466,0.783201437330893,0.67730600394578,0.548013059158271,0.699580397359273,0.709286539253311,0.62588525054182,0.671769873409649,0.594877496232284,0.742897229042441,0.716227608656858,0.635069133957713,0.645412550177326,0.736018433608161,0.585319930947048,0.720984878444832,0.906498375353163,0.830399857539422,0.906677301473991,0.742897229042441,0.744119033553719,NA,0.726104004743376,0.690328735891756,0.745496472898774,0.69016981711919,0.62363436280765,0.60789735267946,0.594299987007253,0.752874616178975,0.744749888153165
